text;;
"Situasi simpang Siliwangi  lancar 2019 08 26 08:37
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/aAIxp7hl3x";;
"Sabtu,  24 agustus 2019.
Tim trc yang di pimpin oleh kasie Tranmastibum, lurah , tni dan polri berhasil mengamankan puluhan minuman beralkohol di wilayah grogol. Selengkapnya kunjungi instagram kami @satpolppkotadepok

@IdrisAShomad
@Bang_Pradi
@pemkotdepokpic.twitter.com/tT22IPQ1pp";;
Unggul, Nyaman, Religius, Layak Anak RT @codoix: Kondisi Jl Dewi Sartika Depok di hari  minggu. Mantaaaap Bang Somaaaadd... @IdrisAShomad  pic.twitter.com/7jA2aMco07;;
Kondisi Jl Dewi Sartika Depok di hari  minggu. Mantaaaap Bang Somaaaadd... @IdrisAShomad  pic.twitter.com/uY5lWP2gsu;;
Kurangnya kesadaran masyarakat Kota Depok yg mengunjungi Taman Bermain di lingkungan Jl. Merdeka Raya - Depok @pemkotdepok @dlhk_kotadepok @dkpdepok1 @IdrisAShomad pic.twitter.com/4fSKnO3HXk;;
"Bersinergi dengan semua komponen masyarakat dalam membangun Kota Depok.

*Menerima audiensi PCNU (Pengurus Cabang Nahdlatul Ulama) Kota Depok, 23/08/2019pic.twitter.com/FDoQIwodJS";;
Ada nih perkenalkan walkot depok @IdrisAShomad;;
@pemkotdepok saya mau nanya soal blangko e-ktp? emang bener dari bulan mei 2019 sampe sekarang blangko e-ktp depok kosong ya? Soalnya ktp saya pindahan dari jakarta belum jadi di kelurahan cipayung depok? Cc @Kemendagri_RI @IdrisAShomad;;
"Kegiatan Bimbingan Teknis Management Keselamatan Kerja Satgas di Bidang Sumber Daya Air (SDA) pada Dinas PUPR Kota Depok yang dilaksanakan pada tanggal 23-24 Agustus 2019.
cc : @Danz22029936 @IdrisAShomad @pemkotdepokpic.twitter.com/Ys2BwzZg3b";;
Senin, 26/08/19 Satgas bid SDA akan tindaklanjuti.;;
"Supir angkot yg ada di Depok suruh pada kuliah disini pak,,,,,supaya pada beradab,
Untuk @Dishub_Dpk pernah cek KIR angkot² yg ada di Depok gak seh,,,,kok klhtan nya rata² tidak layan Jalan,,,,";;
"TAMAN DAN TANAMAN TOGA UPTD PUSKESMAS KEC. CIMANGGIS 
@dinkeskotadepok @pemkotdepok @cimanggisss15 @IdrisAShomad @info_depokpic.twitter.com/MPr6OcKGJa";;
"Upacara dalam rangka sertijab Danyonkav 1/BCC Divif 1 Kostrad dan Dandenhub Divif 1 Kostrad bertempat di lapangan kartika Yonkav 1 Kostrad Cijantung Jakarta.

@IdrisAShomad
@Bang_Pradi
@LiendaRatna
@pemkotdepokpic.twitter.com/nug6DxoXyJ";;
"Ada Pernyataan Walikota Depok dan Wakilnya akan Berpisah, Warga Kesal
http://poskotanews.com/2019/08/23/ada-pernyataan-walikota-depok-dan-wakilnya-akan-berpisah-warga-kesal/ …

Pak @IdrisAShomad dan bang @Bang_Pradi kami mendukung bisa satu periode lagi bersama.
cc @FPKSDepok @Gerindra_Depok
#InfoDepok
#BeritaDepok
#PilkadaDepok";;
"Depok juga, dong. Cc @IdrisAShomad 

Tenang, aku tau gub depok bukan AB  https://twitter.com/waltonkate/status/1164767670027206656 …";;
@pemdaDepok dear bapak ibu, saya mendapat pengalaman yg kurang menyenangkan nih ketika urus KK dan EKTP di Kelurahan Abadijaya, pegawainya sewot dan mengatakan kalo proses pembuatan EKTP itu berbulan2. Apa benar? Mohon deh ditegur yg begini pak @ridwankam;;
"#DepokForJakarta
Misah dengan Jawa Barat untuk Depok yang lebih maju 
.
.
.
.
@InfoSaBojong
@depoknews
@pemkotdepok
@IdrisAShomad
@Bang_Pradi
@dlhk_kotadepok
@Depok_TV
@Humas_depok";;
"Situasi terkini balaikota depok, pemulangan jemaah haji

@IdrisAShomad
@Bang_Pradi
@pemkotdepokpic.twitter.com/VuZoISuNyE";;
"Situasi simpang PLN  lancar 2019 08 23 13:30
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/KIm2QWOUy9";;
"Situasi simpang Sengon  lancar 2019 08 23 13:31
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/EblIAyh2vt";;
"Semoga UIII mampu menjadi rujukan dunia Internasioanal dalam hal pengembangan peradaban Islam

*Bersama Wakil Presiden, M Jusuf Kalla Meninjau Progres pembangunan UIII, Depok, 22/08/2019pic.twitter.com/rLV97cWgFM";;
"Situasi simpang PAL UI   lancar 2019 08 23 13:29
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/uFyqmiz7DI";;
"Situasi simpang Cilodong ramai lancar 2019 08 23 13:27
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/MVdXI2j6lk";;
"Situasi simpang Ramanda ramai lancar 2019 08 23 13:25
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/8SBJXv5H7I";;
"Situasi simpang Siliwangi lancar 2019 08 23 13:24
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/UNQIhpYv8D";;
Tidak ramah bagi rahim/peranakan itu jalan yg bergeronjal-geronjal. Rasanya, isi perut seperti diguncang2 keras setiap lewat situ. Apalagi kalau hrs tiap hari. Sangat gak nyaman. Bisa coba dirasakan setiap hari bersama kelompok Sekoper Cinta, pak @IdrisAShomad . Mhon diperhatikan;;
Wah, terhenti ya pak @IdrisAShomad perbaikan jalan GDC? Jangan, dong. Kan ditunggu jg sampai sepanjang jalan Kalimulya, Cilodong hingga pasar Pucung. Sepanjang Jl Kalimulya itu kan banyak sekali tambalan jalan. Sangat tidak ramah pengendara motor & yg dibonceng terutama perempuan;;
"bapak"" sekalian apakah bisa kami di infokan kapan ada jadwal untuk ke lokasi?sampah kiriman dr luar makin menumpuk tertahan di sungai, bisa jd sumber penyakit..mohon perhatian nya juga @aniesbaswedan @DKIJakarta  lokasi berada di perbatasan, siapa yg bs lebih peduli di TKP ? ";;
"Situasi simpang Siliwangi lancar 2019 08 23 08:07
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/opx3khYH7E";;
"Situasi simpang Cilodong lancar 2019 08 23 08:08
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/XHcJpgVS8R";;
"Situasi simpang Ramanda ramai lancar 2019 08 23 08:09
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/vHF1To2QZe";;
"Situasi simpang PAL UI lancar 2019 08 23 08:10
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/2fopFtLLzT";;
"Situasi simpang PLN ramai lancar 2019 08 23 08:11
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/3QnO8fGhqb";;
"Situasi simpang Sengon lancar 2019 08 23 08:12
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/JMD1b322XL";;
pak @IdrisAShomad ...kok perbaikan jalan di gerbang GDC kota kembang terhenti...???;;
"Tim patroli 24 jam. Terus melakukan penghimbauan kepada para pedagang kaki lima yang berjualan menggunakan badan jalan dan trotoar.

@IdrisAShomad
@Bang_Pradi
@pemkotdepokpic.twitter.com/ff0PQIBMwa";;
"Kamis, 22 agustus 2019.
Rapat pembahasan tekhnis patroli perbatasan dengan satpol pp provinsi jawa barat, dishub provinsi jawa barat, dishub kota depok dan dinas sosial kota depok di ruangan rapat kantor Satpol pp kota Depok.
@IdrisAShomad
@Bang_Pradi
@LiendaRatna
@pemkotdepokpic.twitter.com/hj28tVEVfi";;
"Selamat Kepada Lurah Bojong Pondok Terong
@pemkotdepok @Kec_Cipayung @ceritadepok567 @SahabatIdris @Bang_Pradi pic.twitter.com/Yjrls8komb";;
Kegiatan lanjutan karya bakti bersama jajaran Kodim & warga normalisasi saluran Kel. Bojong pondok terong @IdrisAShomad @danz_depok @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/V7j7tTA6Rg;;
Kegiatan lanjutan hutan normalisasi Setu pladen Kel. Beiji @IdrisAShomad @danz_depok @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/RysgUXjvOS;;
Kegiatan membersihkan sampah & eceng gondok Setu pengarengan @IdrisAShomad @danz_depok @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/0dThr8sQMf;;
Kegiatan membersihkan sampahkali cabang timur detos @IdrisAShomad @danz_depok @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/oFj83vjL8v;;
Kegiatan membersihkan sampah kali Laya mainhole Kel. Tugu @IdrisAShomad @danz_depok @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/gsbSpiavnk;;
"Bid.gakda melaksanakan penyegelan perumahan dindaerah kecamatan cipayung.

@IdrisAShomad
@Bang_Pradi
@pemkotdepokpic.twitter.com/cCkYGmdbwB";;
terima kasih banyak. karena daerah berbatasan dengan kab. bogor. minta tolong dikoordinasikan ya minn;;
Kegiatan pelatihan kerajinan tangan di lokasi P2WKSS Tahun 2019 di Aula masjid Assobariyah Kel. Bojong pondok terong Kec. Cipayung Tgl 12, 14-16 Agustus 2019 @pemkotdepok @IdrisAShomad @bangpradi pic.twitter.com/Jei2TCRD2H;;
baik, laporan disampaikan kepada @DinasPUPR @satgas_SDA untuk evaluasi dan tindak lanjut. Aplikasi SIGAP Depok dapat diunduh di https://play.google.com/store/apps/details?id=com.depok.sigap …pic.twitter.com/kAmERCjhwl;;
Lokasi perumahan Bukit Griya Cinere, Cinere, Limo, Kota Depok, Jawa Barat 16514 mhn perhatiannya @PemprovJabar @pemkotdepok @IdrisAShomad @DinasPUPR @satgas_SDA tkspic.twitter.com/kTjNAD1BgP;;
Mane cipaeum sungainya g d colek2,, apa ga sanggup ya ngurusin sungai penuh sampah.;;
baik, laporan disampaikan kepada @dlhk_kotadepok @PolPPDepok .  Aplikasi SIGAP Depok dapat diunduh di https://play.google.com/store/apps/details?id=com.depok.sigap …pic.twitter.com/tu8WHyqr4g;;
"Situasi simpang Sengon lancar 2019 08 22 08:12
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/qBYS9L5roD";;
"Situasi simpang PLN ramai lancar 2019 08 22 08:12
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/NCU4R2FyMM";;
"Situasi simpang Ramanda ramai lancar 2019 08 22 08:11
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/2182bSdWLM";;
"Situasi simpang Siliwangi lancar 2019 08 22 08:10
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/mjpkO9wkVO";;
"Situasi simpang PAL UI lancar 2019 08 22 08:11
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/Vgv3TEv2F3";;
"Situasi simpang Cilodong lancar 2019 08 22 08:09
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/OmE1p7aLOY";;
permohonan informasi terkait Bus Wisata Dishub , cc @dishubkotadepok;;
Mohon bantuannya untuk ditindaklanjutin pak, kondisi asap di daerah kami semakin parah, lokasi di pondok petir, bojongsari, berbatasan dengan rawa kalong gunung sindur. @dlhk_kotadepok @IdrisAShomad @ridwankamil @pemkotdepok @polresdepokhttps://www.google.co.id/maps/place/Unnamed+Road,+Rawakalong,+Gunung+Sindur,+Bogor,+West+Java+16340/@-6.3733547,106.7191167,18z/data=!3m1!4b1!4m16!1m10!4m9!1m3!2m2!1d106.7203271!2d-6.3728683!1m3!2m2!1d106.7203376!2d-6.372949!3e0!3m4!1s0x2e69e5f770318b79:0x352031d656887d4b!8m2!3d-6.3734244!4d106.7198393?hl=id&authuser=0 …;;
"Tim patroli 24 jam melaksanakan penertiban spanduk liar di wilayah kecamatan tapos. 

@IdrisAShomad
@Bang_Pradi
@pemkotdepokpic.twitter.com/yR0pqosjix";;
Sungai di sepanjang jl. Tanah baru di tata donk pak sudah banyak sampah & pohonnya udh lebat;;
Kalau mau sewa bus wisata depok ini kontaknya kemana dan biayanya berapa ya min ? @pemkotdepok cc  @IdrisAShomad pic.twitter.com/VIw5yhAZEL;;
Terima kasih atas respons cepatnya. Sudah masuk di media indonesia.https://mediaindonesia.com/read/detail/254336-kondisi-situ-pengarengan-memprihatinkan …;;
"Patroli 24 jam melaksanakan penertiban reklame yang membahayakan.

@IdrisAShomad
@Bang_Pradi
@LiendaRatna
@pemkotdepokpic.twitter.com/71M4XiCVUa";;
Bagaimana nich pemkot Depok ko masih aja yg membuang sampah di pinggir kali ciliwungpic.twitter.com/grThD2g6NK;;
Wakil Wali Kota Depok, @Bang_Pradi saat melakukan kunjungan ke SAP Indonesia di lantai 9, gedung WTC 2, Jakarta Selatan, Rabu (21/08/19). pic.twitter.com/7QCkoPSJns;;
Coba pkl di jalan masuk perumahan Garden's @ candi sawangan bisa ditertibin juga;;
Ah omong kosong;;
kang @ridwankamil main2 ke depok ya, mall & apartemen berdiri tegak, tapi jalan rusak dekat rumah sy aja cuma tambal sulam diaspal ala kadarnya. @pemkotdepok @DinasPUPR @depokdiskominfo @humasdepok @IdrisAShomad;;
Kegiatan membersihkan sampah & sendimen kali cabang barat Kel. Grogol @IdrisAShomad @danz_depok @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/VesUc98zM3;;
Kegiatan membersihkan sampah saluran outlet situ Cilangkap @IdrisAShomad @danz_depok @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/c846RBKGPy;;
Kegiatan normalisasi Setu pladen Kel. Beiji @IdrisAShomad @danz_depok @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/Pce46LIndR;;
Kegiatan membersihkan sampah kali cabang timur balai kota @IdrisAShomad @danz_depok @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/NNsDBUEX2N;;
Kegiatan penanggulangan turap runtuh kali jantung RW 29 kel. sukamaju @IdrisAShomad @danz_depok @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/bSZWzXIZwl;;
Kegiatan membersihkan sampah saluran jl. Mau Yusuf Sukmajaya @IdrisAShomad @danz_depok @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/HD6Xlw9uQ9;;
Kegiatan pemasangan Bronjong saluran outlet situ Pancoran mas guna menghindari longsor @IdrisAShomad @danz_depok @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/XxUTYlvwnP;;
"21/08/2019
Layanan Perpustakaan Keliling di SD Integral Hidayatullah
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijahpic.twitter.com/QOoHY6OS7p";;
Kegiatan membersihkan sampah kali cabang tengah jl. Raya Citayam @IdrisAShomad @danz_depok @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/fFeUPsrXcQ;;
Kegiatan karya bakti bersama jajaran Kodim 0508 & warga normalisasi saluran Kel. Bojong pondok terong @IdrisAShomad @danz_depok @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/KCNV7RtETY;;
"21/08/2019
Layanan Perpustakaan Keliling di SD Islam Al Adzkar
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijahpic.twitter.com/GJIbw1yjOS";;
"21/08/2019
Layanan Perpustakaan Keliling di SD Global Islamic Labschool
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijahpic.twitter.com/75W7eOn7Un";;
"Saya dukung @pemkotdepok untuk ""normalisasi"" jalan. Banyak jalan dari lebar menjadi kecil kemudian kebar lagi dll....contoh Gang Musolla, Bojong Pondok Terong";;
"Kegiatan Penanggulangan Longsor (Pemasangan Bronjong) di Kali Gendong, Setu Pancoran Mas. 21/08/2019
cc : @IdrisAShomad @pemkotdepok @Danz22029936pic.twitter.com/9yEbFjy21L";;
Ane dukung pak Wali @IdrisAShomad . Dari pade  masuk ke propinsi yg baru netes mending kite ikut yg udeh mapan.. https://twitter.com/republikaonline/status/1163859999908487168 …;;
"kompensasi gmna ? ni aja ada pemberitahuan akan ada pemadaman listrik dsini , info dong min
nama rini , 14007664338 a/n sutarman , kp lio , gg musholah al-hikmah rt03 rw08 , bojong pondok terong, cipayung, depok
cc @jokowi @IdrisAShomad";;
Kegiatan donor darah di kecamatan cipayung dalam rangka HUT RI ke 74 @IdrisAShomad @Bang_Pradi @pemkotdepok @aresgamat @pmikotadpk @bkpsdmkotadepok @depokdiskominfo @cipayung_cerdaspic.twitter.com/CGrtPu7P7J;;
Jangan cuma anget2 tai ayam donk.. Hari ini sidak, seminggu kemudian rame lagi pedagang. Apa setoran nya kurang gede ya. Noh liat depan pasar agung depok timur..;;
"Kegiatan Normalisasi Outlet Setu Cilangkap. 21/08/2019
cc : @IdrisAShomad @pemkotdepok @Danz22029936pic.twitter.com/98G4Yb1yNU";;
"Kegiatan Pemeliharaan Jalan di Jl. Gg. Mushola 2, Kel. Cinangka. 21/08/2019
cc : @IdrisAShomad @pemkotdepok @Danz22029936pic.twitter.com/eGR8U3hg2F";;
"Kegiatan Membersihkan Sampah di Saluran Jl. M. Yusuf, Juanda. 21/08/2019
cc : @IdrisAShomad @pemkotdepok @Danz22029936pic.twitter.com/c9eNgFv5Gf";;
"Kegiatan Normalisasi Setu Pladen, Beji Timur. 21/08/2019
cc : @IdrisAShomad @pemkotdepok @Danz22029936pic.twitter.com/MbSFs3TID3";;
"Kegiatan Membersihkan Sampah di Inlet Setu Pedongkelan. 21/08/2019
cc : @IdrisAShomad @pemkotdepok @Danz22029936pic.twitter.com/pkQZNfSe8K";;
"Kegiatan Membersihkan Sampah di Kali Cabang Timur, Balai Kota. 21/08/2019
cc : @IdrisAShomad @pemkotdepok @Danz22029936pic.twitter.com/18uLrrTtnY";;
Kan udah nanggepin, lewat media  pula hehehe;;
"Situasi simpang Siliwangi Ramai lancar 2019 08 21 08:57
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/UoA8utSpMh";;
"Situasi simpang Ramanda Ramai lancar 2019 08 21 08:59
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/kspCUGAFg9";;
"Situasi simpang Cilodong lancar 2019 08 21 09:00
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/I4eTCVqygb";;
"Situasi simpang PAL UI lancar 2019 08 21 09:02
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/hYiyaqTl5q";;
"Situasi simpang PLN Ramai lancar 2019 08 21 09:04
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/6XnFXptLwT";;
"Situasi simpang Sengon lancar 2019 08 21 09:04
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/2RUwIcrNLk";;
Hati-hati di jalanan jangan ugal-ugalan...*nyanyik;;
baik, laporan disampaikan kepada @DinasPUPR @satgas_SDA untuk evaluasi dan tindak lanjut. Aplikasi SIGAP Depok dapat diunduh di https://play.google.com/store/apps/details?id=com.depok.sigap …pic.twitter.com/LyQN39nBrE;;
"Assmlkm pk..
Tirtajaya butuh SMP dan SMA negri bang.. penduduknya sdh padat.
Mohon diperhatikan pk..
Terima kasih";;
Kirain menanggapi lagu di lampu merah;;
Sesuai informasi dr @infoBMKG , wilayah DKI Jakarta dan sekitarnya terancam kekeringan..Sekedar saran kpd Pak Gub @aniesbaswedan dan Pak Walkot @IdrisAShomad , alangkah baiknya menyelenggarakan shalat Istisqo smg hujan dpt segera turun kmbli..Aamiin  pic.twitter.com/qyzt6nJtSl;;
Ga nanyain macet2nya?? Oh ya mantau polusinya pake apa pak @IdrisAShomad ? Sepanjang jalan sawangan ga ada alat untuk ngukur tingkat polusi.. atw ada dijalan yg lain??;;
Solusinya puter lagu di lampu merah. Ya gak Mad @IdrisAShomad ??? https://twitter.com/detikcom/status/1163791947271745537 …;;
semangat.. ;;
"Tim patroli 24 jam melaksanakan penghimbauan kepada para pedagang kaki lima agar tidak lagi berjualan di badan jalan atau trotoar. 

@IdrisAShomad
@pradi_supriatna
@pemkotdepokpic.twitter.com/UqrSFBWVGk";;
Setu Pengarengan di Jalan Juanda sudah full dengan enceng gondok;;
Situ Citayam kapan ya...;;
"Ulasan Rumah Terbuka Hijau Kota Depok ini di Google Maps
https://goo.gl/maps/qdTpGWRtYsUK5Fye7 … 

CC:
@IdrisAShomad
@pemkotdepok
@DinasPUPR
@depokdiskominfo
@info_depok
@depoknews
@PolPPDepok
@ridwankamil
@KSPgoid
@jokowi
@depokita";;
Kegiatan kerja bakti membersihkan sampah & sendimen saluran tersier kali cabang tengah belakang stasiun Depok lama @IdrisAShomad @danz_depok @humasdepok @depokdiskominfopic.twitter.com/33HtNPdqMf;;
Kegiatan membersihkan sampah saluran jl. Raden Sanim tanah baru @IdrisAShomad @danz_depok @humasdepok @depokdiskominfopic.twitter.com/AHfKPWoL5U;;
Kegiatan membersihkan sampah kali cabang tengah jl. Raya Citayam @IdrisAShomad @danz_depok @humasdepok @depokdiskominfopic.twitter.com/OLJm9kY1ax;;
Kegiatan membersihkan sampah kali cabang barat jl. H terin pangkalan jati @IdrisAShomad @danz_depok @humasdepok @depokdiskominfopic.twitter.com/uL5TAeBUxd;;
Kegiatan karya bakti bersama jajaran kodim & warga membersihkan sampah saluran Kel. Bojong pondok terong @IdrisAShomad @danz_depok @humasdepok @depokdiskominfopic.twitter.com/xb34iWfWjv;;
Kegiatan normalisasi Setu pladen Kel. Beiji @IdrisAShomad @danz_depok @humasdepok @depokdiskominfopic.twitter.com/xY8gi2Fy6H;;
Kegiatan membersihkan sampah kali Laya mainhole Kel. Tugu @IdrisAShomad @danz_depok @humasdepok @depokdiskominfopic.twitter.com/Mvv9u5rgf3;;
"Kegiatan Pemasangan Batu Kali untuk Saluran di Jl. Jatijajar RT 04/08, Kel. Jatijajar, Kec. Tapos. 20/08/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/IeaXRcScx5";;
"Kegiatan Pemeliharaan Saluran di Jl. M. Nasir, Cilodong. 20/08/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/xTdVOo9R6w";;
Rubah data kependudukan ke depok trnyata tdk semudah informasinya,ektp sdh kita terima,pas buka rek di bank di tolak krn aLamat KTP ngaco..udh bulak balik ke disdukcapil depok bilangnya udh di sinkron,trnyata pas cek ke bank gk berubah jg .Cc @IdrisAShomad @pemkotdepok;;
"Kegiatan Pemeliharaan Jalan di Jl. H. Dimun 1 RT 05/24, Kel. Sukamaju, Kec. Cilodong. 20/08/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/CKtAIKHp33";;
"Kegiatan Pemeliharaan Jalan di Jl. Qotrun Nada, Kel. Cipayung, Kec. Cipayung. 20/08/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/fT5qTuPwx4";;
"Kegiatan Pemeliharaan Jalan di Jl. Wadas RT 03/01, Kel. Cipayung, Kec. Cipayung. 20/08/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/OHrseYp7S8";;
"Kegiatan Normalisasi Setu Pladen, Beji Timur. 20/08/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/EJj11eCbEB";;
"Kegiatan Membersihkan Sampah di Kali Cabang Barat, Pangkalan Jati. 20/08/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/1msIRqSDuS";;
"Kegiatan Membersihkan Sampah di Kali Cabang Tengah, Jl. Raya Citayam. 20/08/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/ntRYagKBap";;
"Kegiatan Membersihkan Sampah di Kali Laya Mainhole. 20/08/2019
cc : @IdrisAShomad @pemkotdepokpic.twitter.com/N9dJUamzOX";;
"Pengamanan pemulangan jamaah haji 
@IdrisAShomad
@pradi_supriatna
@pemkotdepokpic.twitter.com/SXGVSqZikJ";;
"Situasi simpang Siliwangi lancar 2019 08 20 08:18
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/upkaDibNbF";;
"Situasi simpang Ramanda Ramai lancar 2019 08 20 08:20
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/RjDIJ0Ephl";;
"Situasi simpang Cilodong Ramai lancar 2019 08 20 08:20
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/MvdrWefEhJ";;
"Apel pagi gabungan Satpol pp dan Linmas di pimpin oleh kasat pol pp kota Depok 

@IdrisAShomad
@pradi_supriatna
@pemkotdepokpic.twitter.com/5kGsQN29at";;
"Situasi simpang PAL UI Ramai lancar 2019 08 20 08:23
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/oLVZutyfOo";;
"Situasi simpang PLN Ramai lancar 2019 08 20 08:24
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/HRbAuyxJ7v";;
"Situasi simpang Sengon Ramai lancar 2019 08 20 08:25
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/AzQXRexLyD";;
Coba kita tanya pd pak walikota Depok @IdrisAShomad & @pemkotdepok tulisan Depok yg kebalik itu terpasang di Depok seblh mana sih ya? ;;
baik, laporan disampaikan kepada @DinasPUPR @satgas_SDA untuk ditindaklanjuti. Aplikasi SIGAP Depok dapat diunduh di https://play.google.com/store/apps/details?id=com.depok.sigap …pic.twitter.com/pfAnE1Qm4R;;
sudah chek di kecamatan mas ?;;
Kegiatan membersihkan sampah jembatan kali Pesanggrahan Kel. Pasir putih @IdrisAShomad @danz_depok @depokdiskominfo @humasdepokpic.twitter.com/HG25K9pdh0;;
Kegiatan membersihkan sampah kali cabang timur balai kota @IdrisAShomad @danz_depok @depokdiskominfo @humasdepokpic.twitter.com/nPtMtazSPG;;
Kegiatan membersihkan sampah kali cabang timur UI @IdrisAShomad @danz_depok @depokdiskominfo @humasdepokpic.twitter.com/qp1SRFwlpo;;
"Situasi simpang Siliwangi lancar 2019 08 19 15:14
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/v8syFZGDM2";;
Kegiatan normalisasi Setu pladen Kel. Beiji @IdrisAShomad @danz_depok @depokdiskominfo @humasdepokpic.twitter.com/radYmhrMTq;;
"Situasi simpang Ramanda ramai lancar 2019 08 19 15:14
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/Md01Z5aU2M";;
Kegiatan normalisasi saluran tersier kali cabang tengah belakang stasiun Depok lama @IdrisAShomad @danz_depok @depokdiskominfo @humasdepokpic.twitter.com/3JkBBRTvih;;
Kegiatan perbaikan turap Setu Cilodong @IdrisAShomad @danz_depok @depokdiskominfo @humasdepokpic.twitter.com/zDC5zRl6WP;;
Kegiatan membersihkan sampah kali cabang tengah Dipo @IdrisAShomad @danz_depok @depokdiskominfo @humasdepokpic.twitter.com/w7gsyE7cYq;;
"Situasi simpang Cilodong lancar 2019 08 19 15:15
@dishubkotadepok
@pemkotdepok
@IdrisAShomad
@Bang_Pradi pic.twitter.com/6Vj2gN8zvQ";;
